latitude,longitude,elevation,station_name,year,month,tavg,tmax,tmin,prcp
12.3833,-5.4667,365.0,Koutiala,2005,10,29.3,,,27.0
12.3833,-5.4667,365.0,Koutiala,2005,11,27.5,,,0.0
12.3833,-5.4667,365.0,Koutiala,2005,12,26.4,,,0.0
12.3833,-5.4667,365.0,Koutiala,2006,2,27.7,35.2,19.9,0.0
12.3833,-5.4667,365.0,Koutiala,2006,3,31.3,,,
12.3833,-5.4667,365.0,Koutiala,2006,4,32.3,,,43.0
12.3833,-5.4667,365.0,Koutiala,2006,9,26.6,31.4,22.4,156.0
12.3833,-5.4667,365.0,Koutiala,2006,10,28.2,34.1,23.0,70.0
12.3833,-5.4667,365.0,Koutiala,2006,11,27.2,35.0,,0.0
12.3833,-5.4667,365.0,Koutiala,2006,12,24.1,32.1,16.1,0.0
12.3833,-5.4667,365.0,Koutiala,2007,1,24.3,32.3,16.6,0.0
12.3833,-5.4667,365.0,Koutiala,2007,2,27.7,,19.3,0.0
12.3833,-5.4667,365.0,Koutiala,2007,3,31.1,,,0.0
12.3833,-5.4667,365.0,Koutiala,2007,4,33.0,,,10.0
12.3833,-5.4667,365.0,Koutiala,2007,5,32.2,,,27.0
12.3833,-5.4667,365.0,Koutiala,2007,6,30.2,35.4,24.5,114.0
12.3833,-5.4667,365.0,Koutiala,2007,7,26.8,,,253.0
12.3833,-5.4667,365.0,Koutiala,2007,8,25.9,,,283.0
12.3833,-5.4667,365.0,Koutiala,2007,9,26.5,31.4,22.1,219.0
12.3833,-5.4667,365.0,Koutiala,2007,10,28.4,34.7,22.9,36.0
12.3833,-5.4667,365.0,Koutiala,2007,11,28.2,,,0.0
12.3833,-5.4667,365.0,Koutiala,2007,12,24.7,32.4,16.7,0.0
12.3833,-5.4667,365.0,Koutiala,2008,1,22.3,29.7,14.2,0.0
12.3833,-5.4667,365.0,Koutiala,2008,2,27.7,35.9,18.7,0.0
12.3833,-5.4667,365.0,Koutiala,2008,3,31.1,38.2,23.1,3.0
12.3833,-5.4667,365.0,Koutiala,2008,4,32.5,36.6,25.7,3.0
12.3833,-5.4667,365.0,Koutiala,2008,5,32.1,37.9,26.2,59.0
12.3833,-5.4667,365.0,Koutiala,2008,6,29.4,34.6,24.9,174.0
12.3833,-5.4667,365.0,Koutiala,2008,7,27.1,31.1,22.5,124.0
12.3833,-5.4667,365.0,Koutiala,2008,8,25.9,30.0,22.5,184.0
12.3833,-5.4667,365.0,Koutiala,2008,9,26.9,31.3,22.4,98.0
12.3833,-5.4667,365.0,Koutiala,2008,10,28.8,34.4,23.7,72.0
12.3833,-5.4667,365.0,Koutiala,2008,11,27.5,35.6,18.9,0.0
12.3833,-5.4667,365.0,Koutiala,2008,12,25.5,33.3,17.4,0.0
12.3833,-5.4667,365.0,Koutiala,2009,1,23.7,30.4,16.2,0.0
12.3833,-5.4667,365.0,Koutiala,2009,2,29.3,36.6,21.8,0.0
12.3833,-5.4667,365.0,Koutiala,2009,3,32.1,38.2,25.8,7.0
12.3833,-5.4667,365.0,Koutiala,2009,4,33.1,38.9,26.8,17.0
12.3833,-5.4667,365.0,Koutiala,2009,5,31.7,37.8,26.0,80.0
12.3833,-5.4667,365.0,Koutiala,2009,6,29.3,34.9,24.2,111.0
12.3833,-5.4667,365.0,Koutiala,2009,7,27.2,31.8,22.8,200.0
12.3833,-5.4667,365.0,Koutiala,2009,8,26.4,30.5,23.1,150.0
12.3833,-5.4667,365.0,Koutiala,2009,9,26.5,31.1,22.2,251.0
12.3833,-5.4667,365.0,Koutiala,2009,10,28.1,34.2,23.1,83.0
12.3833,-5.4667,365.0,Koutiala,2009,11,26.6,33.7,19.1,2.0
12.3833,-5.4667,365.0,Koutiala,2009,12,26.1,34.5,17.1,0.0
12.3833,-5.4667,365.0,Koutiala,2010,1,25.9,34.7,16.4,0.0
12.3833,-5.4667,365.0,Koutiala,2010,2,30.2,38.3,22.2,0.0
12.3833,-5.4667,365.0,Koutiala,2010,3,32.5,39.3,25.2,0.0
12.3833,-5.4667,365.0,Koutiala,2010,4,33.3,,,26.0
12.3833,-5.4667,365.0,Koutiala,2010,5,31.3,37.1,26.2,91.0
12.3833,-5.4667,365.0,Koutiala,2010,6,29.0,33.5,24.6,242.0
12.3833,-5.4667,365.0,Koutiala,2010,7,26.8,31.3,23.0,279.0
12.3833,-5.4667,365.0,Koutiala,2010,8,25.4,30.5,22.3,325.0
12.3833,-5.4667,365.0,Koutiala,2010,9,26.1,30.9,22.3,201.0
12.3833,-5.4667,365.0,Koutiala,2010,10,27.8,33.5,24.6,95.0
12.3833,-5.4667,365.0,Koutiala,2010,11,28.3,,,0.0
12.3833,-5.4667,365.0,Koutiala,2010,12,25.4,34.7,16.1,0.0
12.3833,-5.4667,365.0,Koutiala,2011,1,25.3,33.6,16.5,0.0
12.3833,-5.4667,365.0,Koutiala,2011,2,26.9,34.2,19.6,1.0
12.3833,-5.4667,365.0,Koutiala,2011,3,32.6,39.4,25.7,0.0
12.3833,-5.4667,365.0,Koutiala,2011,4,32.0,38.5,25.5,61.0
12.3833,-5.4667,365.0,Koutiala,2011,5,31.3,37.2,25.3,64.0
12.3833,-5.4667,365.0,Koutiala,2011,6,29.7,35.5,,98.0
12.3833,-5.4667,365.0,Koutiala,2011,7,27.2,31.7,22.7,240.0
12.3833,-5.4667,365.0,Koutiala,2011,8,26.4,,,189.0
12.3833,-5.4667,365.0,Koutiala,2011,9,26.9,32.2,22.5,171.0
12.3833,-5.4667,365.0,Koutiala,2011,10,28.9,35.6,23.2,21.0
12.3833,-5.4667,365.0,Koutiala,2011,11,28.3,37.1,19.5,0.0
12.3833,-5.4667,365.0,Koutiala,2011,12,24.1,32.8,15.2,0.0
12.3833,-5.4667,365.0,Koutiala,2012,1,23.7,31.8,15.8,0.0
12.3833,-5.4667,365.0,Koutiala,2012,2,27.1,34.2,20.0,0.0
12.3833,-5.4667,365.0,Koutiala,2012,4,32.0,38.1,25.8,39.0
12.3833,-5.4667,365.0,Koutiala,2012,5,31.4,37.2,25.8,103.0
12.3833,-5.4667,365.0,Koutiala,2012,6,28.7,33.2,23.8,110.0
12.3833,-5.4667,365.0,Koutiala,2012,7,27.0,31.1,23.1,157.0
12.3833,-5.4667,365.0,Koutiala,2012,8,25.0,30.3,21.9,379.0
12.3833,-5.4667,365.0,Koutiala,2012,11,28.9,,,
12.3833,-5.4667,365.0,Koutiala,2012,12,25.3,,,
12.3833,-5.4667,365.0,Koutiala,2013,6,29.8,36.0,24.8,77.0
12.3833,-5.4667,365.0,Koutiala,2013,9,27.0,32.5,22.8,83.0
12.3833,-5.4667,365.0,Koutiala,2013,10,28.9,35.5,23.3,17.0
12.3833,-5.4667,365.0,Koutiala,2013,11,28.6,36.1,20.9,0.0
12.3833,-5.4667,365.0,Koutiala,2013,12,25.0,32.4,17.8,0.0
12.3833,-5.4667,365.0,Koutiala,2014,1,26.2,33.8,18.9,2.0
12.3833,-5.4667,365.0,Koutiala,2014,2,27.2,34.2,19.5,0.0
12.3833,-5.4667,365.0,Koutiala,2014,3,30.7,38.3,22.8,0.0
12.3833,-5.4667,365.0,Koutiala,2014,5,31.4,37.7,26.3,77.0
12.3833,-5.4667,365.0,Koutiala,2014,6,29.2,35.1,24.9,120.0
12.3833,-5.4667,365.0,Koutiala,2014,7,27.1,32.1,24.0,299.0
12.3833,-5.4667,365.0,Koutiala,2014,8,26.3,31.1,22.5,236.0
12.3833,-5.4667,365.0,Koutiala,2014,9,26.4,31.6,22.1,200.0
12.3833,-5.4667,365.0,Koutiala,2014,10,28.8,35.1,23.3,84.0
12.3833,-5.4667,365.0,Koutiala,2014,11,27.8,35.8,21.1,9.0
12.3833,-5.4667,365.0,Koutiala,2014,12,25.1,32.8,17.7,0.0
12.3833,-5.4667,365.0,Koutiala,2015,1,24.0,32.0,15.9,0.0
12.3833,-5.4667,365.0,Koutiala,2015,2,28.7,36.8,20.7,0.0
12.3833,-5.4667,365.0,Koutiala,2015,3,30.5,37.5,23.4,0.0
12.3833,-5.4667,365.0,Koutiala,2015,4,33.3,40.0,26.2,0.0
12.3833,-5.4667,365.0,Koutiala,2015,5,32.6,38.9,27.5,95.0
12.3833,-5.4667,365.0,Koutiala,2015,6,30.0,36.0,24.8,79.0
12.3833,-5.4667,365.0,Koutiala,2015,7,27.3,32.7,23.3,313.0
12.3833,-5.4667,365.0,Koutiala,2015,8,26.3,30.8,22.6,375.0
12.3833,-5.4667,365.0,Koutiala,2015,9,26.7,32.2,23.1,233.0
12.3833,-5.4667,365.0,Koutiala,2015,10,28.7,35.1,23.7,44.0
12.3833,-5.4667,365.0,Koutiala,2015,11,27.6,35.8,20.4,5.0
12.3833,-5.4667,365.0,Koutiala,2015,12,23.7,31.6,16.1,0.0
12.3833,-5.4667,365.0,Koutiala,2016,1,24.9,32.3,17.8,6.0
12.3833,-5.4667,365.0,Koutiala,2016,2,27.2,35.3,18.6,0.0
12.3833,-5.4667,365.0,Koutiala,2016,3,31.4,39.1,23.6,11.0
12.3833,-5.4667,365.0,Koutiala,2016,4,33.6,40.1,27.7,38.0
12.3833,-5.4667,365.0,Koutiala,2016,5,32.3,38.7,27.1,51.0
12.3833,-5.4667,365.0,Koutiala,2016,6,29.6,35.3,24.4,135.0
12.3833,-5.4667,365.0,Koutiala,2016,7,26.9,31.5,22.8,179.0
12.3833,-5.4667,365.0,Koutiala,2016,8,26.3,31.1,22.8,260.0
12.3833,-5.4667,365.0,Koutiala,2016,9,27.3,32.7,23.0,102.0
12.3833,-5.4667,365.0,Koutiala,2016,10,29.7,36.2,23.8,30.0
12.3833,-5.4667,365.0,Koutiala,2016,11,28.5,36.7,20.8,15.0
12.3833,-5.4667,365.0,Koutiala,2016,12,26.1,33.8,18.7,0.0
12.3833,-5.4667,365.0,Koutiala,2017,1,24.8,33.3,16.4,0.0
12.3833,-5.4667,365.0,Koutiala,2017,2,28.8,37.1,20.3,0.0
12.3833,-5.4667,365.0,Koutiala,2017,3,32.5,40.2,24.6,4.0
12.3833,-5.4667,365.0,Koutiala,2017,4,32.7,39.2,26.9,6.0
12.3833,-5.4667,365.0,Koutiala,2017,5,31.2,37.8,25.6,44.0
12.3833,-5.4667,365.0,Koutiala,2017,6,29.2,35.0,24.4,85.0
12.3833,-5.4667,365.0,Koutiala,2017,7,27.1,31.8,22.8,263.0
12.3833,-5.4667,365.0,Koutiala,2017,8,26.6,31.2,23.2,180.0
12.3833,-5.4667,365.0,Koutiala,2017,9,27.6,33.1,22.7,112.0
12.3833,-5.4667,365.0,Koutiala,2017,10,29.7,36.6,22.8,8.0
12.3833,-5.4667,365.0,Koutiala,2017,11,27.9,36.1,19.7,0.0
12.3833,-5.4667,365.0,Koutiala,2017,12,24.7,32.3,17.5,0.0
12.3833,-5.4667,365.0,Koutiala,2018,1,24.8,33.1,16.5,0.0
12.3833,-5.4667,365.0,Koutiala,2018,2,28.6,35.5,21.6,0.0
12.3833,-5.4667,365.0,Koutiala,2018,3,32.0,39.3,24.5,2.0
12.3833,-5.4667,365.0,Koutiala,2018,4,33.3,40.3,26.8,10.0
12.3833,-5.4667,365.0,Koutiala,2018,5,32.0,38.5,26.0,84.0
12.3833,-5.4667,365.0,Koutiala,2018,6,30.0,35.7,24.7,63.0
12.3833,-5.4667,365.0,Koutiala,2018,7,27.0,32.0,22.3,252.0
12.3833,-5.4667,365.0,Koutiala,2018,8,26.1,30.5,22.0,295.0
12.3833,-5.4667,365.0,Koutiala,2018,9,26.8,31.7,21.8,165.0
12.3833,-5.4667,365.0,Koutiala,2018,10,28.8,35.0,23.2,55.0
12.3833,-5.4667,365.0,Koutiala,2018,11,28.8,36.4,20.8,0.0
12.3833,-5.4667,365.0,Koutiala,2018,12,25.4,33.8,16.3,0.0
12.3833,-5.4667,365.0,Koutiala,2019,1,25.0,33.7,16.0,0.0
12.3833,-5.4667,365.0,Koutiala,2019,3,30.4,37.5,23.0,2.0
12.3833,-5.4667,365.0,Koutiala,2019,7,27.3,32.4,22.8,318.0
12.3833,-5.4667,365.0,Koutiala,2019,8,26.7,31.3,23.3,281.0
12.3833,-5.4667,365.0,Koutiala,2019,9,27.4,32.6,22.6,181.0
12.3833,-5.4667,365.0,Koutiala,2019,10,28.3,33.9,24.0,122.0
12.3833,-5.4667,365.0,Koutiala,2019,11,29.1,36.2,21.9,0.0
12.3833,-5.4667,365.0,Koutiala,2019,12,26.0,34.9,17.0,0.0
12.3833,-5.4667,365.0,Koutiala,2020,1,24.9,32.8,17.2,0.0
12.3833,-5.4667,365.0,Koutiala,2020,2,27.9,36.0,19.8,0.0
12.3833,-5.4667,365.0,Koutiala,2020,3,32.2,39.5,25.1,3.0
12.3833,-5.4667,365.0,Koutiala,2020,4,33.3,39.9,27.0,27.0
12.3833,-5.4667,365.0,Koutiala,2020,5,32.2,,,
12.3833,-5.4667,365.0,Koutiala,2020,6,29.4,35.0,24.6,78.0
12.3833,-5.4667,365.0,Koutiala,2020,7,27.4,31.9,23.4,223.0
12.3833,-5.4667,365.0,Koutiala,2020,8,26.1,29.8,23.0,408.0
12.3833,-5.4667,365.0,Koutiala,2020,9,26.6,30.9,22.7,213.0
12.3833,-5.4667,365.0,Koutiala,2020,10,27.9,34.1,22.6,97.0
12.3833,-5.4667,365.0,Koutiala,2020,11,27.5,35.7,19.6,0.0
12.3833,-5.4667,365.0,Koutiala,2020,12,27.4,35.9,19.2,0.0
12.3833,-5.4667,365.0,Koutiala,2021,1,26.7,35.9,17.7,0.0
12.3833,-5.4667,365.0,Koutiala,2021,2,28.6,37.0,20.3,0.0
12.3833,-5.4667,365.0,Koutiala,2021,3,31.3,38.4,24.4,41.0
12.3833,-5.4667,365.0,Koutiala,2021,4,33.1,40.4,27.0,25.0
12.3833,-5.4667,365.0,Koutiala,2021,5,32.1,38.3,26.3,65.0
12.3833,-5.4667,365.0,Koutiala,2021,6,29.3,34.8,24.1,168.0
12.3833,-5.4667,365.0,Koutiala,2021,7,27.1,31.7,23.2,214.0
12.3833,-5.4667,365.0,Koutiala,2021,8,26.1,30.6,22.6,321.0
12.3833,-5.4667,365.0,Koutiala,2021,9,27.6,32.5,23.5,134.0
12.3833,-5.4667,365.0,Koutiala,2021,10,29.0,34.9,24.3,40.0
12.3833,-5.4667,365.0,Koutiala,2021,11,29.3,36.9,22.2,0.5
12.3833,-5.4667,365.0,Koutiala,2021,12,26.8,35.4,18.8,0.0
12.3833,-5.4667,365.0,Koutiala,2022,1,25.0,33.3,16.7,0.0
12.3833,-5.4667,365.0,Koutiala,2022,2,27.9,36.7,19.3,0.0
12.3833,-5.4667,365.0,Koutiala,2022,3,32.0,38.9,25.7,4.0
12.3833,-5.4667,365.0,Koutiala,2022,4,33.2,39.8,27.1,9.0
12.3833,-5.4667,365.0,Koutiala,2022,5,32.2,38.6,27.0,46.0
12.3833,-5.4667,365.0,Koutiala,2022,6,28.8,34.8,24.2,248.0
12.3833,-5.4667,365.0,Koutiala,2022,7,26.6,31.6,23.1,210.0
12.3833,-5.4667,365.0,Koutiala,2022,8,26.1,30.5,22.6,266.0
12.3833,-5.4667,365.0,Koutiala,2022,9,26.3,31.4,22.6,284.0
12.3833,-5.4667,365.0,Koutiala,2022,10,28.8,34.0,21.7,6.0
12.3833,-5.4667,365.0,Koutiala,2022,11,27.7,35.7,20.2,20.0
12.3833,-5.4667,365.0,Koutiala,2022,12,26.2,34.2,18.8,0.0
12.3833,-5.4667,365.0,Koutiala,2023,1,25.9,34.7,17.5,0.0
12.3833,-5.4667,365.0,Koutiala,2023,2,28.9,37.7,21.3,0.0
12.3833,-5.4667,365.0,Koutiala,2023,3,31.9,39.8,24.0,0.0
12.3833,-5.4667,365.0,Koutiala,2023,4,32.9,39.9,26.4,20.0
12.3833,-5.4667,365.0,Koutiala,2023,5,31.8,38.9,26.5,98.0
12.3833,-5.4667,365.0,Koutiala,2023,6,29.3,35.0,24.9,176.0
12.3833,-5.4667,365.0,Koutiala,2023,7,27.9,33.2,24.1,99.0
12.3833,-5.4667,365.0,Koutiala,2023,8,26.5,31.6,23.4,280.0
12.3833,-5.4667,365.0,Koutiala,2023,9,27.8,33.2,23.8,78.0
12.3833,-5.4667,365.0,Koutiala,2023,10,29.2,35.5,24.4,140.0
12.3833,-5.4667,365.0,Koutiala,2023,11,29.6,37.1,22.6,0.0
12.3833,-5.4667,365.0,Koutiala,2023,12,25.9,34.4,17.6,0.0
12.3833,-5.4667,365.0,Koutiala,2024,1,26.7,36.1,17.8,0.0
12.3833,-5.4667,365.0,Koutiala,2024,2,28.8,37.3,20.2,0.0
12.3833,-5.4667,365.0,Koutiala,2024,3,33.5,41.1,26.6,10.0
12.3833,-5.4667,365.0,Koutiala,2024,4,34.6,41.4,28.9,18.0
12.3833,-5.4667,365.0,Koutiala,2024,5,34.0,41.0,28.6,10.0
12.3833,-5.4667,365.0,Koutiala,2024,6,30.3,37.1,25.5,111.0
12.3833,-5.4667,365.0,Koutiala,2024,7,27.3,32.2,23.8,274.0
12.3833,-5.4667,365.0,Koutiala,2024,8,26.5,30.9,23.3,370.0
12.3833,-5.4667,365.0,Koutiala,2024,9,26.4,31.0,23.1,283.0
12.3833,-5.4667,365.0,Koutiala,2024,10,28.2,33.8,23.7,217.0
12.3833,-5.4667,365.0,Koutiala,2024,11,27.7,35.4,20.2,0.0
12.3833,-5.4667,365.0,Koutiala,2024,12,25.1,33.6,16.9,0.0
12.3833,-5.4667,365.0,Koutiala,2025,1,25.5,33.7,17.5,0.0
12.3833,-5.4667,365.0,Koutiala,2025,2,28.1,36.5,20.5,0.0
12.3833,-5.4667,365.0,Koutiala,2025,3,33.5,40.7,26.9,13.0
12.3833,-5.4667,365.0,Koutiala,2025,4,33.1,40.4,27.4,27.0
12.3833,-5.4667,365.0,Koutiala,2025,5,31.1,37.5,26.1,122.0
12.3833,-5.4667,365.0,Koutiala,2025,6,29.2,35.5,22.4,189.0
12.3833,-5.4667,365.0,Koutiala,2025,7,27.3,31.0,22.2,161.9
11.4167,-7.5,350.0,Bougouni,1994,1,24.6,,,0.0
11.4167,-7.5,350.0,Bougouni,1994,2,27.4,,,12.0
11.4167,-7.5,350.0,Bougouni,1994,3,30.7,,,1.0
11.4167,-7.5,350.0,Bougouni,1994,4,31.5,38.8,,11.0
11.4167,-7.5,350.0,Bougouni,1994,5,30.1,,24.6,68.0
11.4167,-7.5,350.0,Bougouni,1994,6,27.7,,,199.0
11.4167,-7.5,350.0,Bougouni,1994,7,25.6,,,259.0
11.4167,-7.5,350.0,Bougouni,1994,8,25.3,,,406.0
11.4167,-7.5,350.0,Bougouni,1994,9,25.4,,,296.0
11.4167,-7.5,350.0,Bougouni,1994,10,25.7,,,105.0
11.4167,-7.5,350.0,Bougouni,1994,11,25.5,,,2.0
11.4167,-7.5,350.0,Bougouni,1994,12,24.0,32.9,15.3,0.0
11.4167,-7.5,350.0,Bougouni,1995,1,23.5,,15.1,0.0
11.4167,-7.5,350.0,Bougouni,1995,2,26.8,35.6,18.5,0.0
11.4167,-7.5,350.0,Bougouni,1995,3,30.9,38.2,24.6,6.0
11.4167,-7.5,350.0,Bougouni,1995,4,31.4,,,28.0
11.4167,-7.5,350.0,Bougouni,1995,5,28.5,,,281.0
11.4167,-7.5,350.0,Bougouni,1995,6,28.0,33.8,,255.0
11.4167,-7.5,350.0,Bougouni,1995,7,26.5,32.1,,141.0
11.4167,-7.5,350.0,Bougouni,1995,8,25.6,,,299.0
11.4167,-7.5,350.0,Bougouni,1995,9,25.8,,,329.0
11.4167,-7.5,350.0,Bougouni,1995,10,26.4,,,36.0
11.4167,-7.5,350.0,Bougouni,1995,11,25.9,,,6.0
11.4167,-7.5,350.0,Bougouni,1995,12,25.1,,,0.0
11.4167,-7.5,350.0,Bougouni,1996,1,26.9,,,0.5
11.4167,-7.5,350.0,Bougouni,1996,2,29.2,,,3.0
11.4167,-7.5,350.0,Bougouni,1996,3,30.6,,24.2,3.0
11.4167,-7.5,350.0,Bougouni,1996,4,31.4,,,2.0
11.4167,-7.5,350.0,Bougouni,1996,5,30.1,,,147.0
11.4167,-7.5,350.0,Bougouni,1996,6,27.8,,,146.0
11.4167,-7.5,350.0,Bougouni,1996,7,26.2,,,302.0
11.4167,-7.5,350.0,Bougouni,1996,8,25.6,,,181.0
11.4167,-7.5,350.0,Bougouni,1996,9,25.7,,,121.0
11.4167,-7.5,350.0,Bougouni,1996,10,26.7,33.5,,52.0
11.4167,-7.5,350.0,Bougouni,1996,11,25.3,,,0.0
11.4167,-7.5,350.0,Bougouni,1996,12,25.4,,,0.5
11.4167,-7.5,350.0,Bougouni,1997,1,27.2,,,0.5
11.4167,-7.5,350.0,Bougouni,1997,2,27.7,36.0,,0.5
11.4167,-7.5,350.0,Bougouni,1997,3,29.7,,,0.5
11.4167,-7.5,350.0,Bougouni,1997,4,,,,60.0
11.4167,-7.5,350.0,Bougouni,1997,5,29.3,35.5,24.1,250.0
11.4167,-7.5,350.0,Bougouni,1997,6,,,,234.0
11.4167,-7.5,350.0,Bougouni,1997,9,26.0,,21.9,110.0
11.4167,-7.5,350.0,Bougouni,1997,12,24.5,34.2,15.8,0.0
11.4167,-7.5,350.0,Bougouni,1998,1,25.3,34.2,16.4,0.0
11.4167,-7.5,350.0,Bougouni,1998,2,29.9,39.0,20.9,3.0
11.4167,-7.5,350.0,Bougouni,1998,3,30.9,39.5,23.2,0.0
11.4167,-7.5,350.0,Bougouni,1998,4,32.6,39.6,26.6,76.0
11.4167,-7.5,350.0,Bougouni,1998,5,31.0,37.9,25.7,48.0
11.4167,-7.5,350.0,Bougouni,1998,6,,,,45.0
11.4167,-7.5,350.0,Bougouni,1998,7,26.7,32.1,22.4,212.0
11.4167,-7.5,350.0,Bougouni,1998,8,26.2,,,413.0
11.4167,-7.5,350.0,Bougouni,1998,9,26.2,31.9,22.0,149.0
11.4167,-7.5,350.0,Bougouni,1998,10,27.6,,,
11.4167,-7.5,350.0,Bougouni,1998,11,26.3,,,0.0
11.4167,-7.5,350.0,Bougouni,1998,12,24.8,33.8,16.2,0.0
11.4167,-7.5,350.0,Bougouni,1999,1,25.4,33.5,17.8,5.0
11.4167,-7.5,350.0,Bougouni,1999,2,26.5,35.2,18.1,0.0
11.4167,-7.5,350.0,Bougouni,1999,3,30.5,38.8,22.4,7.0
11.4167,-7.5,350.0,Bougouni,1999,4,31.3,38.2,25.3,18.0
11.4167,-7.5,350.0,Bougouni,1999,5,,,,97.0
11.4167,-7.5,350.0,Bougouni,1999,6,28.1,33.8,23.1,115.0
11.4167,-7.5,350.0,Bougouni,1999,10,,,,242.0
11.4167,-7.5,350.0,Bougouni,1999,11,26.0,34.3,19.0,22.0
11.4167,-7.5,350.0,Bougouni,1999,12,23.8,33.7,14.0,0.0
11.4167,-7.5,350.0,Bougouni,2000,1,27.0,35.3,19.2,8.0
11.4167,-7.5,350.0,Bougouni,2000,2,28.5,35.4,17.1,0.0
11.4167,-7.5,350.0,Bougouni,2000,3,29.8,38.8,21.4,2.0
11.4167,-7.5,350.0,Bougouni,2000,5,29.8,36.1,24.4,104.0
11.4167,-7.5,350.0,Bougouni,2000,6,27.2,32.7,22.5,183.0
11.4167,-7.5,350.0,Bougouni,2000,7,26.1,31.1,22.0,345.0
11.4167,-7.5,350.0,Bougouni,2000,10,,,,193.0
11.4167,-7.5,350.0,Bougouni,2000,11,25.8,34.7,17.6,30.0
11.4167,-7.5,350.0,Bougouni,2000,12,24.4,34.4,14.7,0.0
11.4167,-7.5,350.0,Bougouni,2001,2,,,,0.0
11.4167,-7.5,350.0,Bougouni,2001,3,,,,0.0
11.4167,-7.5,350.0,Bougouni,2001,8,25.8,31.5,21.9,264.0
11.4167,-7.5,350.0,Bougouni,2001,9,26.2,32.1,21.6,160.0
11.4167,-7.5,350.0,Bougouni,2001,10,27.3,34.7,21.7,44.0
11.4167,-7.5,350.0,Bougouni,2001,11,26.8,,,
11.4167,-7.5,350.0,Bougouni,2002,2,,,,3.0
11.4167,-7.5,350.0,Bougouni,2002,8,26.1,31.3,22.1,177.0
11.4167,-7.5,350.0,Bougouni,2002,9,26.6,32.3,22.0,127.0
11.4167,-7.5,350.0,Bougouni,2002,10,27.0,33.4,21.7,85.0
11.4167,-7.5,350.0,Bougouni,2002,11,26.5,36.2,18.3,0.0
11.4167,-7.5,350.0,Bougouni,2002,12,25.3,34.8,16.1,0.0
11.4167,-7.5,350.0,Bougouni,2003,1,25.4,34.2,17.1,0.0
11.4167,-7.5,350.0,Bougouni,2003,2,29.9,39.0,21.4,0.0
11.4167,-7.5,350.0,Bougouni,2003,3,31.2,39.8,23.0,0.0
11.4167,-7.5,350.0,Bougouni,2003,4,31.8,39.2,25.4,53.0
11.4167,-7.5,350.0,Bougouni,2003,5,31.0,39.1,25.2,62.0
11.4167,-7.5,350.0,Bougouni,2003,6,27.1,32.8,22.6,202.0
11.4167,-7.5,350.0,Bougouni,2003,7,25.8,31.0,22.1,343.0
11.4167,-7.5,350.0,Bougouni,2003,8,25.7,30.7,22.2,175.0
11.4167,-7.5,350.0,Bougouni,2003,9,24.6,31.3,21.7,358.0
11.4167,-7.5,350.0,Bougouni,2003,10,27.6,34.7,22.4,48.0
11.4167,-7.5,350.0,Bougouni,2003,11,26.9,35.6,19.8,5.0
11.4167,-7.5,350.0,Bougouni,2003,12,25.6,,,
11.4167,-7.5,350.0,Bougouni,2004,1,26.7,34.4,17.7,0.0
11.4167,-7.5,350.0,Bougouni,2004,2,28.5,37.1,20.5,10.0
11.4167,-7.5,350.0,Bougouni,2004,3,30.2,,,3.0
11.4167,-7.5,350.0,Bougouni,2004,4,31.0,38.0,25.1,68.0
11.4167,-7.5,350.0,Bougouni,2004,8,26.2,31.4,22.1,277.0
11.4167,-7.5,350.0,Bougouni,2004,10,28.2,,,
11.4167,-7.5,350.0,Bougouni,2005,1,25.4,33.4,16.8,0.5
11.4167,-7.5,350.0,Bougouni,2005,2,30.0,,,0.0
11.4167,-7.5,350.0,Bougouni,2005,4,32.4,39.6,26.5,48.0
11.4167,-7.5,350.0,Bougouni,2005,9,26.8,32.6,22.1,175.0
11.4167,-7.5,350.0,Bougouni,2005,10,,,,60.0
11.4167,-7.5,350.0,Bougouni,2006,2,28.4,37.2,20.3,0.0
11.4167,-7.5,350.0,Bougouni,2006,9,26.1,31.9,21.8,210.0
11.4167,-7.5,350.0,Bougouni,2006,10,27.5,,,130.0
11.4167,-7.5,350.0,Bougouni,2006,11,25.8,35.8,,0.0
11.4167,-7.5,350.0,Bougouni,2006,12,24.0,33.8,,0.0
11.4167,-7.5,350.0,Bougouni,2007,1,25.1,,,
11.4167,-7.5,350.0,Bougouni,2007,2,28.5,,,
11.4167,-7.5,350.0,Bougouni,2007,6,,,,207.0
11.4167,-7.5,350.0,Bougouni,2008,6,,,,321.0
11.4167,-7.5,350.0,Bougouni,2008,8,25.6,30.6,21.8,480.0
11.4167,-7.5,350.0,Bougouni,2008,11,26.9,35.6,18.5,0.0
11.4167,-7.5,350.0,Bougouni,2009,1,24.1,32.1,16.2,0.0
11.4167,-7.5,350.0,Bougouni,2009,2,29.4,,,1.0
11.4167,-7.5,350.0,Bougouni,2009,3,30.8,,,2.0
11.4167,-7.5,350.0,Bougouni,2009,4,32.2,,,0.0
11.4167,-7.5,350.0,Bougouni,2009,5,30.5,,,93.0
11.4167,-7.5,350.0,Bougouni,2009,6,28.3,,,89.0
11.4167,-7.5,350.0,Bougouni,2009,7,26.9,31.9,22.9,181.0
11.4167,-7.5,350.0,Bougouni,2009,8,25.5,30.1,22.3,66.0
11.4167,-7.5,350.0,Bougouni,2009,9,26.0,31.0,22.3,274.0
11.4167,-7.5,350.0,Bougouni,2009,10,27.2,33.2,22.8,60.0
