latitude,longitude,elevation,station_name,year,month,tavg,tmax,tmin,prcp
5.5,6.5,0.0,South Dolphin,2007,4,24.3,,21.9,26.7
5.5,6.5,0.0,South Dolphin,2007,7,34.7,,31.6,
5.5,6.5,0.0,South Dolphin,2007,11,22.5,,19.1,
5.5,6.5,0.0,South Dolphin,2007,12,15.9,,13.3,10.2
5.5,6.5,0.0,South Dolphin,2008,1,11.2,,8.9,
5.5,6.5,0.0,South Dolphin,2008,2,13.9,,11.5,
5.5,6.5,0.0,South Dolphin,2008,3,21.0,,18.0,0.0
5.5,6.5,0.0,South Dolphin,2008,4,25.8,,22.7,7.6
23.7,-15.8667,10.0,Villa Cisneros,1994,1,17.0,,,4.0
23.7,-15.8667,10.0,Villa Cisneros,1994,2,17.5,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,1994,3,17.6,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,1994,4,19.0,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,1994,5,19.8,,,0.5
23.7,-15.8667,10.0,Villa Cisneros,1994,6,20.8,,17.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,1994,7,21.5,,19.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,1994,8,21.7,,19.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,1994,9,21.3,25.1,19.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,1994,10,21.7,25.7,,0.0
23.7,-15.8667,10.0,Villa Cisneros,1994,11,21.2,26.2,,0.0
23.7,-15.8667,10.0,Villa Cisneros,1994,12,20.0,25.0,,8.0
23.7,-15.8667,10.0,Villa Cisneros,1995,1,17.5,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,1995,2,18.3,22.9,,0.0
23.7,-15.8667,10.0,Villa Cisneros,1995,3,18.2,21.9,14.5,0.0
23.7,-15.8667,10.0,Villa Cisneros,1995,4,19.4,,16.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,1995,5,20.4,23.7,17.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,1995,6,21.6,25.7,18.4,0.0
23.7,-15.8667,10.0,Villa Cisneros,1995,7,23.2,26.4,20.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,1995,8,23.6,26.9,20.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,1995,9,23.3,26.7,19.9,2.0
23.7,-15.8667,10.0,Villa Cisneros,1995,10,24.2,28.8,19.7,2.0
23.7,-15.8667,10.0,Villa Cisneros,1995,11,23.2,27.1,19.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,1995,12,20.0,24.7,16.5,6.0
23.7,-15.8667,10.0,Villa Cisneros,1996,1,19.6,22.8,16.3,18.0
23.7,-15.8667,10.0,Villa Cisneros,1996,2,19.2,22.1,16.3,3.0
23.7,-15.8667,10.0,Villa Cisneros,1996,3,19.1,28.6,13.5,6.0
23.7,-15.8667,10.0,Villa Cisneros,1996,4,20.1,23.6,16.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,1996,5,21.4,24.8,18.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,1996,6,21.6,24.9,18.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,1996,7,21.7,25.5,18.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,1996,8,23.0,26.3,19.8,10.0
23.7,-15.8667,10.0,Villa Cisneros,1996,9,23.0,26.6,19.5,4.0
23.7,-15.8667,10.0,Villa Cisneros,1996,10,23.4,27.6,19.2,1.0
23.7,-15.8667,10.0,Villa Cisneros,1996,11,21.8,25.6,18.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,1996,12,18.7,22.7,14.9,1.0
23.7,-15.8667,10.0,Villa Cisneros,1997,1,19.1,23.0,15.3,2.0
23.7,-15.8667,10.0,Villa Cisneros,1997,2,21.8,26.5,17.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,1997,3,21.1,25.6,16.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,1997,4,20.1,23.3,17.0,2.0
23.7,-15.8667,10.0,Villa Cisneros,1997,5,20.5,25.9,15.5,1.0
23.7,-15.8667,10.0,Villa Cisneros,1997,6,22.6,26.3,18.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,1997,7,21.7,25.5,18.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,1997,8,22.8,26.3,19.2,0.5
23.7,-15.8667,10.0,Villa Cisneros,1997,9,23.0,26.6,19.5,0.5
23.7,-15.8667,10.0,Villa Cisneros,1997,10,22.8,26.5,19.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,1997,11,21.6,25.2,18.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,1997,12,20.0,24.0,15.9,1.0
23.7,-15.8667,10.0,Villa Cisneros,1998,1,19.8,23.6,16.0,11.0
23.7,-15.8667,10.0,Villa Cisneros,1998,2,22.3,26.5,18.1,1.0
23.7,-15.8667,10.0,Villa Cisneros,1998,3,21.9,26.2,17.6,28.0
23.7,-15.8667,10.0,Villa Cisneros,1998,4,19.7,22.9,16.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,1998,5,20.2,23.8,16.7,0.5
23.7,-15.8667,10.0,Villa Cisneros,1998,6,21.5,25.0,18.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,1998,7,21.8,25.0,18.5,0.0
23.7,-15.8667,10.0,Villa Cisneros,1998,8,22.5,25.8,19.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,1998,9,23.2,26.6,19.8,8.0
23.7,-15.8667,10.0,Villa Cisneros,1998,10,23.2,26.6,19.9,0.0
23.7,-15.8667,10.0,Villa Cisneros,1998,11,22.3,26.4,18.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,1998,12,19.0,22.6,15.4,2.0
23.7,-15.8667,10.0,Villa Cisneros,1999,1,18.0,21.4,14.7,0.5
23.7,-15.8667,10.0,Villa Cisneros,1999,2,17.1,20.6,13.5,0.0
23.7,-15.8667,10.0,Villa Cisneros,1999,3,18.2,21.3,15.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,1999,4,19.8,23.2,16.4,0.0
23.7,-15.8667,10.0,Villa Cisneros,1999,5,20.5,23.7,17.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,1999,6,21.1,24.0,18.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,1999,7,21.1,26.8,17.4,0.0
23.7,-15.8667,10.0,Villa Cisneros,1999,8,23.3,26.8,19.7,0.5
23.7,-15.8667,10.0,Villa Cisneros,1999,9,23.0,27.0,20.2,7.0
23.7,-15.8667,10.0,Villa Cisneros,1999,10,22.8,26.3,19.4,3.0
23.7,-15.8667,10.0,Villa Cisneros,1999,11,21.7,25.7,17.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,1999,12,19.3,,,2.0
23.7,-15.8667,10.0,Villa Cisneros,2000,1,17.1,21.4,12.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2000,2,19.9,24.5,15.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2000,3,21.0,25.2,16.9,0.0
23.7,-15.8667,10.0,Villa Cisneros,2000,4,19.5,22.8,16.1,0.5
23.7,-15.8667,10.0,Villa Cisneros,2000,5,20.3,23.8,16.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,2000,6,21.1,24.2,18.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2000,7,22.0,25.0,19.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2000,8,22.7,26.1,,14.0
23.7,-15.8667,10.0,Villa Cisneros,2000,9,22.8,26.0,19.6,0.5
23.7,-15.8667,10.0,Villa Cisneros,2000,10,21.4,24.8,18.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2000,11,19.4,22.9,16.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,2000,12,19.0,22.9,15.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,2001,1,18.4,22.1,14.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2001,2,19.0,23.4,14.5,0.0
23.7,-15.8667,10.0,Villa Cisneros,2001,3,19.7,23.5,16.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,2001,4,19.1,22.6,15.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,2001,5,19.8,23.3,16.4,0.0
23.7,-15.8667,10.0,Villa Cisneros,2001,6,21.1,24.4,17.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2001,7,21.6,25.0,18.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2001,8,22.9,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2001,9,24.0,27.9,20.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2001,10,23.8,28.2,19.4,1.0
23.7,-15.8667,10.0,Villa Cisneros,2001,11,21.2,24.8,17.6,2.0
23.7,-15.8667,10.0,Villa Cisneros,2001,12,20.8,25.0,16.7,0.5
23.7,-15.8667,10.0,Villa Cisneros,2002,1,20.3,24.2,16.4,11.0
23.7,-15.8667,10.0,Villa Cisneros,2002,2,20.9,25.3,16.5,0.0
23.7,-15.8667,10.0,Villa Cisneros,2002,3,20.1,23.9,16.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2002,4,20.4,23.7,17.4,0.5
23.7,-15.8667,10.0,Villa Cisneros,2002,5,19.9,23.0,16.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2002,7,21.5,24.4,18.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,2002,8,21.6,24.6,18.6,0.5
23.7,-15.8667,10.0,Villa Cisneros,2002,9,23.4,26.9,19.8,2.0
23.7,-15.8667,10.0,Villa Cisneros,2002,10,23.6,27.1,20.0,0.5
23.7,-15.8667,10.0,Villa Cisneros,2002,11,21.5,24.8,18.1,0.5
23.7,-15.8667,10.0,Villa Cisneros,2002,12,20.4,24.0,16.8,3.0
23.7,-15.8667,10.0,Villa Cisneros,2003,1,18.5,22.3,14.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,2003,2,17.4,20.7,14.1,0.5
23.7,-15.8667,10.0,Villa Cisneros,2003,3,20.0,24.3,15.8,1.0
23.7,-15.8667,10.0,Villa Cisneros,2003,4,20.3,23.8,16.8,0.5
23.7,-15.8667,10.0,Villa Cisneros,2003,5,20.9,24.6,17.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,2003,6,21.8,25.2,18.4,0.0
23.7,-15.8667,10.0,Villa Cisneros,2003,7,22.2,25.4,19.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2003,8,23.3,26.8,20.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2003,9,23.4,26.7,20.1,10.0
23.7,-15.8667,10.0,Villa Cisneros,2003,10,23.2,26.1,20.2,18.0
23.7,-15.8667,10.0,Villa Cisneros,2003,11,21.0,24.3,17.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2003,12,20.7,24.7,16.6,0.5
23.7,-15.8667,10.0,Villa Cisneros,2004,1,17.9,21.0,14.8,6.0
23.7,-15.8667,10.0,Villa Cisneros,2004,2,20.5,24.6,16.3,6.0
23.7,-15.8667,10.0,Villa Cisneros,2004,3,20.1,24.0,16.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,2004,4,20.2,23.9,16.5,10.0
23.7,-15.8667,10.0,Villa Cisneros,2004,5,20.3,23.6,16.9,0.0
23.7,-15.8667,10.0,Villa Cisneros,2004,6,21.6,24.9,18.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2004,7,20.6,26.5,19.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,2004,8,24.5,28.2,20.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,2004,9,23.4,26.8,20.1,2.0
23.7,-15.8667,10.0,Villa Cisneros,2004,10,22.9,26.8,20.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2004,11,22.3,26.0,18.6,0.5
23.7,-15.8667,10.0,Villa Cisneros,2004,12,18.4,21.6,15.2,13.0
23.7,-15.8667,10.0,Villa Cisneros,2005,1,17.7,22.1,13.4,0.0
23.7,-15.8667,10.0,Villa Cisneros,2005,2,17.2,20.7,13.7,9.0
23.7,-15.8667,10.0,Villa Cisneros,2005,3,20.1,23.8,16.4,1.0
23.7,-15.8667,10.0,Villa Cisneros,2005,4,19.9,23.1,16.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,2005,5,20.4,23.6,17.1,10.0
23.7,-15.8667,10.0,Villa Cisneros,2005,6,22.2,25.7,18.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,2005,7,22.3,25.7,19.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,2005,8,23.3,26.6,20.0,3.0
23.7,-15.8667,10.0,Villa Cisneros,2005,9,24.4,28.2,20.7,22.0
23.7,-15.8667,10.0,Villa Cisneros,2005,10,23.9,,,3.0
23.7,-15.8667,10.0,Villa Cisneros,2005,11,21.1,24.8,17.8,0.5
23.7,-15.8667,10.0,Villa Cisneros,2005,12,19.0,22.4,15.3,3.0
23.7,-15.8667,10.0,Villa Cisneros,2006,1,16.8,20.2,13.4,17.0
23.7,-15.8667,10.0,Villa Cisneros,2006,2,17.3,20.4,14.1,3.0
23.7,-15.8667,10.0,Villa Cisneros,2006,3,18.9,23.1,14.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,2006,4,19.3,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2006,5,19.1,21.8,16.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2006,6,20.4,23.6,17.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2006,7,21.5,24.5,18.5,0.0
23.7,-15.8667,10.0,Villa Cisneros,2006,8,21.7,23.5,19.6,4.0
23.7,-15.8667,10.0,Villa Cisneros,2006,9,23.9,,,3.0
23.7,-15.8667,10.0,Villa Cisneros,2006,10,22.0,24.8,19.2,6.0
23.7,-15.8667,10.0,Villa Cisneros,2006,11,22.6,26.8,18.5,0.0
23.7,-15.8667,10.0,Villa Cisneros,2006,12,18.6,22.7,14.5,0.0
23.7,-15.8667,10.0,Villa Cisneros,2007,1,18.5,23.2,13.7,6.0
23.7,-15.8667,10.0,Villa Cisneros,2007,2,19.2,21.7,14.1,0.5
23.7,-15.8667,10.0,Villa Cisneros,2007,3,18.1,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2007,4,18.2,21.4,15.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,2007,5,19.9,23.6,16.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,2007,6,20.5,23.4,17.5,0.0
23.7,-15.8667,10.0,Villa Cisneros,2007,7,20.4,21.8,18.4,0.0
23.7,-15.8667,10.0,Villa Cisneros,2007,8,21.5,24.1,18.9,0.5
23.7,-15.8667,10.0,Villa Cisneros,2007,9,21.0,22.8,19.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,2007,10,21.0,24.2,17.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,2007,11,20.5,,,0.5
23.7,-15.8667,10.0,Villa Cisneros,2007,12,18.5,,,7.0
23.7,-15.8667,10.0,Villa Cisneros,2008,1,18.6,23.4,13.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2008,2,18.5,21.9,15.1,3.0
23.7,-15.8667,10.0,Villa Cisneros,2008,3,19.4,22.9,15.9,7.0
23.7,-15.8667,10.0,Villa Cisneros,2008,4,19.4,22.6,16.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,2008,5,19.7,22.8,16.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,2008,6,20.6,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2008,7,20.9,24.4,18.9,4.0
23.7,-15.8667,10.0,Villa Cisneros,2008,8,22.5,24.6,18.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,2008,9,23.2,26.7,19.7,1.0
23.7,-15.8667,10.0,Villa Cisneros,2008,10,21.2,,,16.0
23.7,-15.8667,10.0,Villa Cisneros,2008,11,19.1,22.6,15.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,2008,12,17.3,21.0,13.5,0.5
23.7,-15.8667,10.0,Villa Cisneros,2009,2,16.7,19.9,13.5,0.5
23.7,-15.8667,10.0,Villa Cisneros,2009,3,17.7,20.6,14.8,0.5
23.7,-15.8667,10.0,Villa Cisneros,2009,8,21.9,23.5,19.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,2009,9,22.8,26.3,19.3,0.5
23.7,-15.8667,10.0,Villa Cisneros,2009,12,19.4,23.0,15.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2010,1,19.3,23.9,14.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2010,3,20.3,23.5,17.1,0.5
23.7,-15.8667,10.0,Villa Cisneros,2010,4,19.7,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2010,5,,,,0.5
23.7,-15.8667,10.0,Villa Cisneros,2010,7,20.7,22.2,18.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2010,8,,,,8.0
23.7,-15.8667,10.0,Villa Cisneros,2010,10,22.1,23.8,19.9,19.0
23.7,-15.8667,10.0,Villa Cisneros,2010,12,20.1,23.3,16.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2011,1,,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2011,3,,,,1.0
23.7,-15.8667,10.0,Villa Cisneros,2011,4,,,,0.5
23.7,-15.8667,10.0,Villa Cisneros,2011,5,20.1,22.6,17.7,9.0
23.7,-15.8667,10.0,Villa Cisneros,2011,6,,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2011,7,,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2011,8,,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2011,9,,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2011,12,18.3,22.5,14.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2012,3,18.7,22.6,14.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2012,4,17.9,20.7,15.1,21.0
23.7,-15.8667,10.0,Villa Cisneros,2012,5,20.2,23.8,17.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,2012,6,20.9,23.8,18.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,2012,7,21.1,23.7,18.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,2012,8,22.6,25.5,19.7,3.0
23.7,-15.8667,10.0,Villa Cisneros,2012,9,23.3,26.3,20.3,17.0
23.7,-15.8667,10.0,Villa Cisneros,2012,10,22.7,25.7,19.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,2012,11,22.2,25.6,18.8,0.5
23.7,-15.8667,10.0,Villa Cisneros,2012,12,19.6,24.1,15.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,2013,1,17.7,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2013,2,17.5,21.5,13.5,0.0
23.7,-15.8667,10.0,Villa Cisneros,2013,3,19.1,22.4,15.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2013,4,19.6,22.9,16.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,2013,5,19.5,22.6,16.3,5.0
23.7,-15.8667,10.0,Villa Cisneros,2013,6,19.7,22.5,16.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2013,7,21.4,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2013,8,23.4,,,6.0
23.7,-15.8667,10.0,Villa Cisneros,2013,9,22.7,27.3,20.8,6.0
23.7,-15.8667,10.0,Villa Cisneros,2013,10,23.0,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2013,11,20.4,23.4,17.5,3.0
23.7,-15.8667,10.0,Villa Cisneros,2013,12,20.0,,,10.0
23.7,-15.8667,10.0,Villa Cisneros,2014,1,17.2,21.4,14.4,4.0
23.7,-15.8667,10.0,Villa Cisneros,2014,2,,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2014,3,17.0,20.6,14.8,0.5
23.7,-15.8667,10.0,Villa Cisneros,2014,4,19.4,22.0,16.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2014,5,,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2014,6,20.3,23.9,18.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2014,7,21.9,24.9,18.9,0.0
23.7,-15.8667,10.0,Villa Cisneros,2014,8,21.6,25.4,19.5,0.0
23.7,-15.8667,10.0,Villa Cisneros,2014,9,22.5,26.5,20.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,2014,10,22.2,26.8,19.6,0.5
23.7,-15.8667,10.0,Villa Cisneros,2014,11,21.2,,,16.0
23.7,-15.8667,10.0,Villa Cisneros,2014,12,19.8,23.3,16.5,0.0
23.7,-15.8667,10.0,Villa Cisneros,2015,1,16.6,20.6,13.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2015,2,17.0,19.9,14.1,1.0
23.7,-15.8667,10.0,Villa Cisneros,2015,3,18.8,22.0,15.7,22.0
23.7,-15.8667,10.0,Villa Cisneros,2015,4,18.8,21.5,16.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2015,5,20.8,23.9,17.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,2015,6,20.3,23.8,18.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2015,7,22.1,24.9,19.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2015,8,24.0,27.3,20.7,0.5
23.7,-15.8667,10.0,Villa Cisneros,2015,9,23.6,26.8,20.4,10.0
23.7,-15.8667,10.0,Villa Cisneros,2015,10,24.6,27.7,21.5,12.0
23.7,-15.8667,10.0,Villa Cisneros,2015,11,21.7,26.2,18.9,0.0
23.7,-15.8667,10.0,Villa Cisneros,2015,12,20.4,26.6,17.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,2016,1,20.6,25.2,16.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,2016,2,18.2,22.2,15.5,2.0
23.7,-15.8667,10.0,Villa Cisneros,2016,3,18.8,22.1,15.4,0.0
23.7,-15.8667,10.0,Villa Cisneros,2016,4,19.4,22.0,16.8,0.5
23.7,-15.8667,10.0,Villa Cisneros,2016,5,20.2,22.8,17.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,2016,6,21.3,24.3,18.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2016,7,21.8,25.0,20.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,2016,8,23.4,26.1,20.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,2016,9,22.7,25.5,19.9,26.0
23.7,-15.8667,10.0,Villa Cisneros,2016,10,21.5,25.1,19.1,2.0
23.7,-15.8667,10.0,Villa Cisneros,2016,11,20.7,24.6,18.2,5.0
23.7,-15.8667,10.0,Villa Cisneros,2016,12,19.8,23.8,17.1,0.5
23.7,-15.8667,10.0,Villa Cisneros,2017,1,18.9,23.1,14.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2017,2,17.6,21.1,15.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2017,3,19.2,23.8,16.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2017,4,20.2,24.4,17.5,0.0
23.7,-15.8667,10.0,Villa Cisneros,2017,5,20.9,24.5,18.7,0.5
23.7,-15.8667,10.0,Villa Cisneros,2017,6,22.5,25.5,19.4,0.0
23.7,-15.8667,10.0,Villa Cisneros,2017,7,22.6,25.2,19.9,0.0
23.7,-15.8667,10.0,Villa Cisneros,2017,8,25.9,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2017,9,22.7,26.5,20.4,31.0
23.7,-15.8667,10.0,Villa Cisneros,2017,10,24.5,28.8,20.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2017,11,21.2,25.7,18.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2017,12,18.2,22.7,15.0,2.0
23.7,-15.8667,10.0,Villa Cisneros,2018,1,17.1,21.4,14.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,2018,2,17.1,20.2,14.0,3.0
23.7,-15.8667,10.0,Villa Cisneros,2018,3,19.3,22.3,16.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,2018,4,18.1,21.5,15.9,0.0
23.7,-15.8667,10.0,Villa Cisneros,2018,5,19.3,23.2,17.4,0.0
23.7,-15.8667,10.0,Villa Cisneros,2018,6,21.6,,,0.0
23.7,-15.8667,10.0,Villa Cisneros,2018,7,21.0,24.7,18.9,0.0
23.7,-15.8667,10.0,Villa Cisneros,2018,8,22.7,25.5,19.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2018,9,22.2,26.6,20.1,3.0
23.7,-15.8667,10.0,Villa Cisneros,2018,10,22.7,25.6,19.7,52.0
23.7,-15.8667,10.0,Villa Cisneros,2018,11,20.4,23.2,17.5,1.0
23.7,-15.8667,10.0,Villa Cisneros,2018,12,20.8,25.5,16.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2019,1,18.5,22.7,14.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2019,2,20.5,25.5,15.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,2019,3,19.1,22.1,16.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2019,4,19.5,22.2,16.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2019,5,19.9,22.6,17.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,2019,6,21.2,24.1,18.4,0.0
23.7,-15.8667,10.0,Villa Cisneros,2019,7,21.8,24.8,18.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2019,8,25.5,,,11.0
23.7,-15.8667,10.0,Villa Cisneros,2019,9,,26.2,19.9,0.0
23.7,-15.8667,10.0,Villa Cisneros,2019,10,23.1,26.8,19.5,6.0
23.7,-15.8667,10.0,Villa Cisneros,2019,11,19.6,22.4,16.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2019,12,19.9,24.1,15.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,2020,1,18.5,22.8,14.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,2020,2,21.1,25.5,16.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,2020,3,19.7,23.1,16.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2020,4,20.2,23.2,17.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,2020,5,20.8,24.0,17.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,2020,6,23.2,26.6,19.8,5.0
23.7,-15.8667,10.0,Villa Cisneros,2020,7,22.6,25.4,19.9,0.5
23.7,-15.8667,10.0,Villa Cisneros,2020,8,23.2,26.4,20.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,2020,9,23.9,27.2,20.6,0.0
23.7,-15.8667,10.0,Villa Cisneros,2020,10,23.0,26.6,19.5,15.0
23.7,-15.8667,10.0,Villa Cisneros,2020,11,22.6,26.8,18.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2020,12,19.1,22.4,15.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,2021,1,18.5,22.2,14.8,0.0
23.7,-15.8667,10.0,Villa Cisneros,2021,2,18.4,21.8,15.0,0.5
23.7,-15.8667,10.0,Villa Cisneros,2021,3,19.1,22.0,15.5,0.5
23.7,-15.8667,10.0,Villa Cisneros,2021,4,20.0,23.1,17.0,0.0
23.7,-15.8667,10.0,Villa Cisneros,2021,5,20.5,23.4,17.7,0.0
23.7,-15.8667,10.0,Villa Cisneros,2021,6,21.5,24.6,18.3,0.0
23.7,-15.8667,10.0,Villa Cisneros,2021,7,21.8,24.4,19.1,0.0
23.7,-15.8667,10.0,Villa Cisneros,2021,8,23.3,26.5,20.2,0.0
23.7,-15.8667,10.0,Villa Cisneros,2021,9,23.9,27.1,20.8,0.5
23.7,-15.8667,10.0,Villa Cisneros,2021,10,22.2,25.6,18.8,0.0
